CNPJ,razon_social,Nome comercial,Endereço,Número,Complemento,Bairro,Cidade,Estado,Cep,correo_comercial,Telefone,Segmento,Área de atuação,Data de abertura,Porte da empresa,Optante simples nacional,Natureza jurídica,Capital social,Número de funcionários
08.463.669/0001-21,Bazaldo Assessoria Contabil Ltda,Bazaldo Servicos de Organizacao,R Pretoria,97,Sala 02,Vila Formosa,São Paulo,SP,03416-000,rh@bazaldocontabil.com.br,(11) 2673-4454,Serviços Empresariais,Atividades de contabilidade,23/11/2006,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 3000,00",
05.100.304/0001-44,Lavanderia Fidenza Ltda,,R Paulo Becker,59,,Vila Adyanna,São José dos Campos,SP,12243-610,bruna@rabboni.com.br,(11) 96190-8633,Serviços ao Consumidor,Lavanderias,12/06/2002,Micro empresa,Optante,Sociedade Empresária Limitada,,
11.187.314/0001-61,Siqueira Barros Participacoes Ltda.,,Goncalves Dias,134,Sala 1,Centro,Assis,SP,19800-110,contabilidade@gruposiqueira.com.br,(18) 3302-7545,Serviços Financeiros,"Outras sociedades de participação, exceto holdings",26/08/2009,Demais,Não optante,Sociedade Empresária Limitada,"R$ 6152247,00",
10.536.427/0001-62,R. J. Broker Logistica Ltda,,Av Brasil,19001,Pavlh 100 Armz D,Iraja,Rio de Janeiro,RJ,21530-001,ti@rjbroker.com.br,(21) 2473-9920,Varejo,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo",24/10/2008,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 100000,00",
15.731.117/0001-12,Officinale Comercio de Joias Ltda.,,R Joao Cachoeira,571,Conj 310,Vila Nova Conceicao,São Paulo,SP,04535-011,contato@officinale.com.br,,Varejo,Comércio varejista de artigos de joalheria,03/04/2012,Demais,Excluído,Sociedade Empresária Limitada,"R$ 30000,00",
08.289.492/0001-99,Sul Americana de Metais S.a.,,Av Floripes Crispim,1287,Lote: 141 E; Quadra: 11;,Novo Panorama,Salinas,MG,39560-000,aparecida.cunha@sammetais.com.br,(38) 3238-3004,Construção Civil,Atividades de estudos geológicos,06/09/2006,Demais,Não optante,Sociedade Anônima Fechada,"R$ 38111804,00",
04.317.121/0001-12,Dkalk R2 Comunicacao Visual Ltda,Dkalk Comunicao Visual,Av Padre Trajano,690,A,Centro,Posse,GO,73900-000,vendas@dkalk.com.br,(62) 3481-3837,Mídia e Entretenimento,Impressão de material para uso publicitário,01/03/2001,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 20000,00",
00.005.730/0001-85,Fat Balloon Comercio Ltda,Fat Balloon,R Faustino Pereira Matias,59,Sala: 03;,Santana,São Paulo,SP,02012-090,vendas@fatballoon.com.br,(11) 2909-0777,Varejo,Comércio varejista de outros produtos ,17/05/1994,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 21000,00",
18.777.494/0001-80,"Kiekert Brasil Comercio, Importacao e Exportacao de Produtos Automobilisticos Ltda.",Kiekert Brasil,Vieira de Morais,1111,Sala: 905;,Campo Belo,São Paulo,SP,04617-014,fabio.martins@kiekert.com,(11) 3280-3493,Veículos e Auto Peças,Comércio por atacado de peças e acessórios novos para veículos automotores,29/08/2013,Demais,Não optante,Sociedade Empresária Limitada,"R$ 1048694,00",
84.712.686/0001-33,Associacao de Municipios do Nordeste de Santa Catarina,Amunesc,R Max Colin,1843,,America,Joinville,SC,89216-000,secretaria@amunesc.org.br,(47) 3433-3927,Sem Fins Lucrativos,Atividades de associações de defesa de direitos sociais,23/07/1969,Demais,Não optante,Associação Privada,,
31.135.526/0001-02,Patense Eletrica Ltda,Casa Eletrica,Ouro Preto,1386,,Santo Antonio,Patos de Minas,MG,38700-368,vendas@casaeletricapatense.com,(34) 99805-0925,Materiais de Construção,Comércio varejista de material elétrico,07/08/2018,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 60000,00",
03.242.889/0001-01,Refrimaxx Industria e Comercio de Refrigeracao Ltda,Refrimaxx Industria e Comercio de Refrigeracao,R Joao Farias Cotrim,676,,Ipiranga,Guanambi,BA,46430-000,gerencia@refrimaxx.com.br,(77) 3451-1783,Fábricas e Indústrias,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios",21/06/1999,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 350000,00",50
05.805.056/0001-37,Industria de Carrocerias Mafrense Ltda,Mafrense,V Estrutural Arterial,1,Quadrab,Polo Empresarial Sul,Teresina,PI,64038-100,jadiel@carroceriasmafrense.com.br,,Fábricas e Indústrias,"Fabricação de cabines, carrocerias e reboques para caminhões",28/08/1979,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 430000,00",
26.480.167/0001-90,Naturaltec Comercio Importacao e Exportacao de Maquinas e Equipamentos Ltda,Naturaltec,das Orquideas,94,,Mirandopolis,São Paulo,SP,04050-000,naturaltec@naturaltec.com.br,(11) 5562-1669,Máquinas e Equipamentos,Comércio atacadista de outras máquinas e equipamentos ; partes e peças,04/11/2016,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
45.888.369/0001-10,Banaer Pulverizacao Agricola Ltda,Banaer,Rod Empei Hiraide Sp 139,SN,Km 10,Itopamirim,Sete Barras,SP,11910-000,banaer@banaer.com.br,,Agronegócios,Serviço de pulverização e controle de pragas agrícolas,28/04/1981,Demais,Não optante,Sociedade Empresária Limitada,"R$ 6235194,00",
69.290.153/0001-17,Clinica Dr. Arthur Guerra de Andrade Ltda,,R do Rocio,423,"15 A Cj1506,1507,1508",Vila Olimpia,São Paulo,SP,04552-000,diretoria@clinicaarthurguerra.com.br,(11) 3842-0404,Hospitais e Clínicas Médicas,Atividade médica ambulatorial restrita a consultas,23/03/1993,Empresa de pequeno porte,Não optante,Sociedade Simples Limitada,,
72.869.092/0001-51,Livraria Agnus Dei Ltda,Livraria Agnus Dei,R Senador Fonseca,607,,Centro,Jundiaí,SP,13207-040,contato@livrariaagnusdei.com.br,(11) 4521-5740,Varejo,Comércio varejista de livros,04/10/1993,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
13.318.675/0001-25,Sinpower Service Eireli,,R Doutor Estevao Montebello,171,,Jaguaribe,Osasco,SP,06065-260,sinpower@sinpower.com.br,(11) 3699-4623,Varejo,Comércio varejista de materiais de construção em geral,02/02/2011,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
08.788.503/0001-85,Igreja Evangelica Holiness de Curitiba,,Tr Angelo Piazzeta,65,,Cristo Rei,Curitiba,PR,80050-460,aca@iehc.org.br,(41) 3039-1151,Instituições Religiosas,Atividades de organizações religiosas ou filosóficas,12/03/2007,Demais,Não optante,Associação Privada,,
89.086.672/0001-75,Maquinas Sanmartin Ltda,,Rod Rsc-122,S/N,Km: 72;,Cidade Nova,Caxias do Sul,RS,95110-310,elsa.ribeiro@grupo-sanmartin.com,(54) 2101-0800,Fábricas e Indústrias,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios",25/11/1976,Demais,Não optante,Sociedade Empresária Limitada,"R$ 30000000,00",483
13.737.801/0001-86,Ibni Servicos de Nutricao Eireli,Instituto Brasileiro de Nutricao Integrativa,Shs Quadra 6 Conjunto A Bloco C,S/n,Sala 903,Asa Sul,Brasília,DF,70316-109,contato@ibninutricao.com.br,(61) 3242-3107,Educação,Treinamento em desenvolvimento profissional e gerencial,30/05/2011,Micro empresa,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
09.408.817/0001-78,Ulricksen Assessoria & Servicos Ltda,Legalizacoes Sa,Av Dom Helder Camara,4539,202 Parte,Del Castilho,Rio de Janeiro,RJ,20771-001,administrativo@legalizacoes.com.br,,Serviços Empresariais,Preparação de documentos e serviços especializados de apoio administrativo ,10/01/2008,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
22.453.320/0001-30,Prosperita Moveis Ltda,,"Ers 431 - Km 5,5",S/n,Pavlh: B;,Faria Lemos,Bento Goncalves,RS,95713-000,prosperita@prosperitamoveis.com.br,(54) 99903-6900,Fábricas e Indústrias,Fabricação de móveis com predominância de madeira,14/05/2015,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
21.439.998/0001-03,Embamedi Industria de Embalagens Eireli,Embamedi Embalagens,Joao Carlos Machado,955,,Distrito Industrial,Getulio Vargas,RS,99900-000,embamedi@embamedi.com.br,(54) 3341-4046,Fábricas e Indústrias,Fabricação de embalagens de papel,19/11/2014,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 95000,00",
12.830.116/0001-37,Javali Filmes Ltda,Andersomdireto Audiovisual,Capitao Paulo Carrilho,58,,Vila Pirajussara,São Paulo,SP,05580-020,anderson@javalifilmes.com.br,(11) 4977-4853,Mídia e Entretenimento,Estúdios cinematográficos,21/10/2010,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 1000,00",
14.780.490/0001-09,Wlb Assessoria e Consultoria Empresarial Ltda,,R Dr Jose Diniz Moreira,2137,,Santa Luzia,Franca,SP,14405-305,wborges@actures.com.br,(16) 99751-2984,Serviços Empresariais,Preparação de documentos e serviços especializados de apoio administrativo ,12/12/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
91.283.069/0001-25,Boa Esperanca Agroindustria Ltda,,Est Vila Palmeira,S/N,,Segundo,Santo Antônio da Patrulha,RS,95500-000,vendas@allbani.com.br,(51) 3409-3012,Fábricas e Indústrias,Frigorífico - abate de bovinos,28/10/1986,Demais,Não optante,Sociedade Empresária Limitada,"R$ 1780463,00",
25.058.692/0001-50,Cosmeticos Linden Leaves Ltda,Linden Leaves,Felipe Schmidt,408,Apt 01,Centro,Itajai,SC,88301-041,pablo@lindenleaves.com.br,(47) 99619-6015,Medicina e Saúde,Comércio atacadista de cosméticos e produtos de perfumaria,22/06/2016,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 66660,00",
24.315.300/0001-28,G S da Fonseca e Cia Ltda,Doutor Multas,Goncalves Chaves,3002,,Centro,Pelotas,RS,96015-560,doutormultas@doutormultas.com.br,(53) 98102-0661,Serviços Empresariais,"Outras atividades profissionais, científicas e técnicas ",03/03/2016,Demais,Excluído,Sociedade Empresária Limitada,"R$ 2000,00",
33.241.790/0001-56,Millennial Jobs Servicos Ltda,Millennial Jobs,Francisca Moura,427,Cxpst 10 Sala 02,Centro,Joao Pessoa,PB,58013-440,admin@jobsmillennial.com,(83) 99985-9763,Informática,"Portais, provedores de conteúdo e outros serviços de informação na Internet",03/04/2019,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
37.180.179/0001-16,Valen Contrucoes e Reforma Eireli,Valen Construcoes,Prof Thomaz de Aquino,92,,Jardim Maria Estela,São Paulo,SP,04180-110,lucas@valenconstrucoes.com.br,(11) 2789-6832,Construção Civil,Construção de edifícios,19/05/2020,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 150000,00",
13.185.033/0001-03,"Legalize Ja - Legalizacao, Promocao e Divulgacao de Eventos Ltda",Legalize Ja,R Coracao de Maria,400,Apt 203 Frente,Cachambi,Rio de Janeiro,RJ,20775-050,andreluiz@legalizejaeventos.com.br,,Serviços Empresariais,"Serviços de organização de feiras, congressos, exposições e festas",30/12/2010,Demais,Excluído,Sociedade Simples Limitada,"R$ 30000,00",
08.882.678/0001-57,Accessible Tour Turismo Ltda,Accessible Tour,Av Brigadeiro Luis Antonio,2367,Andar: 13; Conj: 1308;,Jardim Paulista,São Paulo,SP,01401-000,accessibletour@accessibletour.com.br,,Viagem e Turismo,Agências de viagens,21/05/2007,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 65000,00",
06.223.889/0001-52,Girotec Roletes Ltda,,Lima Campos,92,,Moinho Velho,Cotia,SP,06713-140,financeiro@girotecroletes.com.br,(11) 2690-4078,Atacado e Distribuição,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",02/04/2004,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 210000,00",
21.333.890/0001-23,Bracol Locacao de Maquinas e Equipamentos Eireli,Bracol,Saan Quadra 1,S/n,Lote 510,Zona Industrial,Brasília,DF,70632-100,comercial@bracollocacoes.com.br,(61) 3026-2670,Serviços Empresariais,"Aluguel de outras máquinas e equipamentos comerciais e industriais , sem operador",30/10/2014,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 200000,00",
19.208.121/0001-51,L. B. Locacoes e Transportes - Eireli - Me,,R Clevelandia do Norte,177,,Jardim Jaqueline,São Paulo,SP,05529-030,contato@lblocacoes.com.br,,Transporte e Logística,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",06/11/2013,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 80000,00",
37.140.939/0001-61,Gestare Controladoria e Gestao Empresarial Ltda,Gestare Adm,Tamandare,356,Sala 10 Quadra00001 Lote 0008,Vila Planalto,Campo Grande,MS,79009-790,giselly.na@gestareadm.com,(67) 3253-7963,Serviços Empresariais,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",14/05/2020,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 42000,00",
92.229.038/0001-59,Geraldo Bertoldi Industria de Conservas Ltda,Fabrica de Conservas G B,Av dos Pinhais,419,,Centro,Morro Redondo,RS,96150-000,comercial@gbconservas.com.br,(53) 3224-0007,Fábricas e Indústrias,Fabricação de conservas de frutas,18/07/1968,Demais,Não optante,Sociedade Empresária Limitada,,16
24.995.611/0001-85,Russell Montagem de Moveis Ltda,,Paulo Lavoier,349,Sala 04,Cidade Horacio (vila Inhomirim),Mage,RJ,25931-514,hellenn.uoords@transrussell.com.br,(21) 2739-4222,Fábricas e Indústrias,Serviços de montagem de móveis de qualquer material,01/06/2016,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 30000,00",
12.156.582/0001-89,Pca Automation Ltda,,Dom Pedro I,472,,Vila Ouro Verde,Jandira,SP,06616-030,ivan@pcaautomation.com.br,(11) 4772-5118,Varejo,Comércio varejista de material elétrico,09/06/2010,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
12.024.041/0001-05,"Ideal Store Comercial, Importacao e Exportacao Ltda",,R Poema dos Olhos,18,,Jardim Sao Jorge (raposo Tavares),São Paulo,SP,05567-040,info@idealstore.com.br,(11) 98383-9542,Importadoras e Exportadoras,Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças,28/04/2010,Demais,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
11.118.868/0001-07,Regulex Piedade Centro Automotivo Ltda,Regulex Piedade Centro Automotivo,Bernardo Vieira de Melo,4127,,Piedade,Jaboatao dos Guararapes,PE,54420-010,henrique@regulex.com.br,(81) 3428-7065,Serviços ao Consumidor,Serviços de manutenção e reparação mecânica de veículos automotores,08/09/2009,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 70000,00",
03.116.384/0001-09,Elpron Eletronica Projetos Nacionais Eireli,,Av Plaza,120,Sala 10,Jardim Paraiso,Itú,SP,13302-100,elpron@elpron.com.br,(11) 4024-1358,Varejo,Comércio varejista especializado de equipamentos e suprimentos de informática,29/04/1999,Empresa de pequeno porte,Excluído,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 73000,00",
13.109.243/0001-04,Road Express Transportes e Logistica Eireli,Road Express,R Jose de Oliveira Cassu,170,,Eden,Sorocaba,SP,18103-065,atendimento@roadexpresstransportes.com.br,,Transporte e Logística,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",06/12/2010,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 90000,00",
08.174.363/0001-55,Clinica de Psicologia Morada do Ser Ltda,Morada do Ser,R Adolfo Torricelli,284,,Bairro Vianelo,Jundiaí,SP,13207-265,clinica@moradadoser.com.br,(11) 4807-1472,Medicina e Saúde,Atividades de psicologia e psicanálise,12/07/2006,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 1000,00",
33.683.500/0001-24,Amlaa Servicos de Limpeza Ltda,Sr Clean,Francisco Alves,105,Sala 0505 Edf Sigma Trade Center,Coelhos,Recife,PE,50070-565,andrea.maria@srclean.com.br,(81) 4101-0966,Construção Civil,Limpeza em prédios e em domicílios,21/05/2019,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
06.115.486/0001-90,Panamerican Agencia de Viagens e Turismo Ltda,Panamerican Turismo,R Silva Jardim,196,,Vianelo,Jundiaí,SP,13207-210,panamerican@panamericanturismo.com.br,(11) 4586-8877,Viagem e Turismo,Agências de viagens,13/02/2004,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
02.063.319/0001-91,Powder Processos e Equipamentos Ltda,,R 1,262,,Sitio Morro Branco,Pirapora do Bom Jesus,SP,06550-000,comercialbh@powder.com.br,(11) 3218-6699,Fábricas e Indústrias,Manutenção e reparação de máquinas e equipamentos para uso geral ,03/07/1997,Demais,Não optante,Sociedade Empresária Limitada,"R$ 2000000,00",
10.341.351/0001-10,Regencia Assessoria em Cobrancas Ltda,,Augusto Stellfeld,1314,,Centro,Curitiba,PR,80430-140,regis@regenciacob.com.br,(41) 3019-1156,Serviços Empresariais,Atividades de cobrança e informações cadastrais,18/08/2008,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 12000,00",
43.736.610/0001-60,So Gelo Industria e Comercio Eireli,,R Avelino Silveira Franco,149,Sala 341,Ville Sainte Helene,Campinas,SP,13105-822,rodrigo@grupomauad.com.br,,Serviços Empresariais,Preparação de documentos e serviços especializados de apoio administrativo ,06/09/1973,Demais,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 300000,00",
07.443.007/0001-27,Lucacred Promotora de Credito e Servicos Ltda,Lucacred Promotora de Credito,R Walter Carneiro Machado,S/N,Quadra 02 Letra 18 Sala 01,Centro,Santo Antônio de Goiás,GO,75375-000,contato@lucacred.com.br,(62) 3088-8454,Serviços Empresariais,Outras atividades de serviços prestados principalmente às empresas ,21/02/2005,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,,
31.410.889/0001-09,M Mendonca Administracao e Corretagem de Imoveis Ltda,Mm - Gestao Imobiliaria,R Professor Clemente Ferreira,1717,Sala 301 e 309,Bangu,Rio de Janeiro,RJ,21810-141,atendimento@mmendoncaimoveis.com.br,(21) 3309-3883,Construção Civil,Corretagem no aluguel de imóveis,13/08/1990,Micro empresa,Optante,Sociedade Simples Limitada,,
51.139.335/0001-26,Escadas Hillos Comercial Ltda.,Escadas Hillos,R Amazonas,953,959,Santo Antonio,São Caetano do Sul,SP,09540-200,vendas@escadashillos.com.br,(11) 4224-2842,Varejo,Comércio varejista de outros produtos ,21/11/1979,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
35.804.108/0001-11,Sap Distribuidora e Solucoes Descartaveis Eireli,Essencial Distribuidora,B,01,Sala 02,Vila Permanente,Tucurui,PA,68455-707,essencial@mconline.com.br,(94) 3787-2079,Decoração,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico ,17/12/2019,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 110000,00",
18.762.412/0001-24,Alta Nuvem Tecnologia Ltda,Alta Nuvem Tecnologia,Cesario Alvim,3073,Sala 10,Brasil,Uberlândia,MG,38400-696,gabriel@altanuvem.com,(34) 99810-3350,Eletro-eletrônica,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",27/08/2013,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 100000,00",
08.277.214/0001-11,Saipe Metais Ltda,Saipe Metais Ltda-me,Av Escocia,169,,Vila Bela,Franco da Rocha,SP,07847-030,contato@saipemetais.com.br,(11) 4811-7462,Fábricas e Indústrias,Produção de artefatos estampados de metal,31/08/2006,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
33.444.547/0001-35,Solar Green Instalacao de Paineis Fotovoltaicos Eireli,Solar Green Solucoes,Linha Grao Para,S/n,,Interior,Venancio Aires,RS,95800-000,comercial@solargs.com.br,(51) 99798-9920,Fábricas e Indústrias,"Fabricação de fornos industriais, aparelhos e equipamentos não elétricos para instalações térmicas, peças e acessórios",24/04/2019,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 120000,00",
17.012.157/0001-30,Rrz Consultoria Ltda,Rrz Consultoria,das Americas,04200,Sala 107 Sala 108 Sala 109 Sala 110,Barra da Tijuca,Rio de Janeiro,RJ,22640-907,jose.rosa@rrzconsultoria.com.br,(21) 3263-6600,Serviços Empresariais,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",16/10/2012,Demais,Não optante,Sociedade Empresária Limitada,"R$ 20000,00",
17.524.271/0001-49,M A Solucoes Tecnologia Eireli,M A Solucoes,Pc Presidente Tancredo Neves,178,Loja 2,Centro,Vitória da Conquista,BA,45000-525,vendas@masolucoes.com.br,,Eletro-eletrônica,Reparação e manutenção de computadores e de equipamentos periféricos,04/02/2013,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 88000,00",
19.030.650/0001-08,Battuta - Desenvolvimento e Logistica de Projetos Ltda,Battuta Gifting,Tres,16,Quadra: 04;,Jardim Burity,Cuiaba,MT,78090-648,atendimento@battuta.com.br,(65) 3028-2420,Serviços Empresariais,Serviços combinados de escritório e apoio administrativo,07/10/2013,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 70000,00",
09.160.538/0001-38,Bierhals e Florisbal Informatica Ltda,Ipoomweb,Av Presidente Vargas,227,Sala 09,Centro,Camaquã,RS,96180-000,contato@ipoomweb.com.br,(51) 3671-2235,Eletro-eletrônica,Reparação e manutenção de computadores e de equipamentos periféricos,19/10/2007,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 3000,00",
27.370.069/0001-63,Visao Servicos de Reforma Eireli,,Coronel Fontenele,77,Apt 24 C,Canto do Forte,Praia Grande,SP,11700-720,helio@visaoengeconstrucao.com.br,(13) 3323-1399,Construção Civil,Instalação e manutenção elétrica,23/03/2017,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
59.899.187/0001-50,Ital Industria de Transformacao de Aluminio Ltda,,R Domingos Antonio Buffo,400,,Iporanga,Sorocaba,SP,18087-130,eduardo.franco@ital.ind.br,(15) 3225-2368,Fábricas e Indústrias,Fundição de metais não-ferrosos e suas ligas,25/01/1989,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 6000,00",
04.602.558/0001-06,Gerevini Pneus Ltda,Gerevini Pneus,R Jamil Helu,5763/A,"Rod. Pr 323, Km 305",Parque Industrial I,Umuarama,PR,87507-015,gerevinipneus@gerevinipneus.com.br,,Veículos e Auto Peças,Comércio a varejo de pneumáticos e câmaras-de-ar,14/08/2001,Demais,Não optante,Sociedade Empresária Limitada,,
19.494.461/0001-96,Unna Consultoria e Gestao Contabil- Eireli,Unna Consultoria e Gestao Contabil,Doutor Miguel Couto,155,,Vila Sao Pedro,Sao Jose do Rio Preto,SP,15091-120,atendimento@unnaconsultoria.com.br,(17) 3305-3977,Contabilidade,Atividades de contabilidade,09/01/2014,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 70000,00",
06.265.347/0001-42,Refrigeracao Calabria Ltda,,R Tomazo Radaelli,291,,do Parque,Farroupilha,RS,95180-000,contato@refrigeracaocalabria.com.br,(54) 3261-1927,Fábricas e Indústrias,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios",29/04/2004,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
09.043.519/0001-21,Viana Representacoes Comerciais Ltda,Marcio Viana Representacoes,Eugenio Penzo,848,Sala B,Centro,Antonio Joao,MS,79910-000,marcio@agroferms.com.br,(67) 99224-9154,Química,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",11/09/2007,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 40000,00",
10.993.484/0001-70,"Pampedia Educacao, Assessoria e Consultoria Pedagogica Ltda",Pampedia,Av Marcos Vinicius Valle,640,,Jardim Santa Helena,Bragança Paulista,SP,12916-420,pampedia@pampedia.com.br,,Educação,"Atividades de apoio à educação, exceto caixas escolares",14/07/2009,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 5000,00",
06.300.535/0001-64,Ds Promocoes e Aluguel de Equipamentos Ltda,Daniel Sonorizacao,Cajazeiras,672,Quadra: 076;,Lagoa Redonda,Fortaleza,CE,60831-310,daniel@danielsonorizacao.com.br,(85) 3257-9042,Mídia e Entretenimento,Atividades de sonorização e de iluminação,04/06/2004,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 300000,00",
32.989.066/0001-42,Topcall Webtix Tecnologia do Brasil Ltda,Topcall Webtix Tecnologia,Bom Despacho,45,,Gameleira,Pitangui,MG,35650-000,contato@webtix.com.br,(31) 4063-8083,Informática,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet",11/03/2019,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
94.549.995/0001-98,Coinvel Comercio e Industria de Velas Ltda,,R Treze de Setembro,110,,Vila Alexandrina,Porto Alegre,RS,91011-970,coinvel@coinvel.com.br,(51) 3366-3939,Fábricas e Indústrias,"Fabricação de velas, inclusive decorativas",15/04/1992,Demais,Optante,Sociedade Empresária Limitada,,13
03.777.057/0001-90,Reciclagem Passarela Ltda,,Anel Rodoviario Celso Mello Azevedo,26450,,Eymard,Belo Horizonte,MG,31910-585,administrativo@reciclagempassarela.com.br,(31) 3447-6688,Atacado e Distribuição,Comércio atacadista de resíduos e sucatas metálicos,24/04/2000,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
18.676.523/0001-18,Equipe Vitoria Ltda,Grupo Vitoria,Baco,2,,Cenaculo,Belo Horizonte,MG,31615-180,contato@perfiladosvitoria.com.br,(31) 98525-9430,Mídia e Entretenimento,Instalação de painéis publicitários,14/08/2013,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 20000,00",
08.117.858/0001-42,M G Contabilidade e Comercio de Equipamentos de Informatica Eireli,Mg/abrav,Luis Viana,12,1 Andar,Mussurunga I,Salvador,BA,41490-000,rge@mgcontabilidadeba.com.br,(71) 3037-2779,Serviços Empresariais,Atividades de contabilidade,29/06/2006,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
15.778.233/0001-97,Opmex Produtos Medicos e Hospitalares Ltda,Opmex Produtos Medicos e Hospitalares,dos Tres Rios,920,Sala 314,Freguesia,Rio de Janeiro,RJ,22745-005,luiza@opmex.com.br,(21) 3936-3132,Medicina e Saúde,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",26/06/2012,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
