CNPJ,razon_social,Nome comercial,Endereço,Número,Complemento,Bairro,Cidade,Estado,Cep,correo_comercial,Telefone,Segmento,Área de atuação,Data de abertura,Porte da empresa,Optante simples nacional,Natureza jurídica,Capital social,Número de funcionários
26.407.987/0001-57,Top Grill Restaurante Ltda,Griletto Estacao,Sete de Setembro,2775,Loja 1142,Reboucas,Curitiba,PR,80230-010,topcenter@griletto.com.br,(41) 3079-3350,Alimentos e Bebidas,Restaurantes e similares,30/09/2016,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
07.694.157/0001-03,Fire Solution - Comercio de Equipamentos de Combate A Incendio Ltda,,R Coriolano,2.030,Conjunto 30,Lapa,São Paulo,SP,05047-000,vendas@firesolution.com.br,,Máquinas e Equipamentos,Comércio atacadista de outras máquinas e equipamentos ; partes e peças,28/07/2005,Demais,Não optante,Sociedade Empresária Limitada,"R$ 100000,00",
33.161.085/0001-49,Hydroocean Representacoes e Servicos Ltda,,das Americas,03500,Blc 07 Sal 535,Barra da Tijuca,Rio de Janeiro,RJ,22640-102,thiago.freitas@hydroocean.com,(22) 99900-3798,Fábricas e Indústrias,Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo,27/03/2019,Demais,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
27.610.643/0001-03,Veritaz Consultoria Ltda,,Emiliano Perneta,297,Sala 43 Andar 04 Cond Metropoltan Buildingbloco Metropolitan Buildin,Centro,Curitiba,PR,80010-050,contato@veritaz.com.br,(41) 3908-7999,Educação,Treinamento em desenvolvimento profissional e gerencial,16/03/2017,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 93700,00",
03.010.151/0001-19,Script Telecom Ltda,Claro Tv/net/embratel,Feb,50,A,Centro,Osvaldo Cruz,SP,17700-000,rosana@scriptcall.com.br,(18) 2101-1300,Telecomunicações,Comércio varejista especializado de equipamentos de telefonia e comunicação,25/02/1999,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 16000,00",
02.533.183/0001-36,Converte Engenharia e Comercio Ltda,,R Joaquim Pio,22,Sala: 201;,Centro,Mateus Leme,MG,35670-000,alex@converteengenharia.com.br,(31) 3535-2492,Construção Civil,Construção de edifícios,04/05/1998,Demais,Não optante,Sociedade Empresária Limitada,,50
18.590.405/0001-92,Pecem Energia S.a.,Pecem Ii,Ba 093,Sn,Km 21,Nao Informado,Dias D'avila,BA,42850-000,mauro@pc2energia.com.br,(71) 3037-5009,Energia,Geração de energia elétrica,30/07/2013,Demais,Não optante,Sociedade Anônima Fechada,"R$ 6460000,00",
10.798.926/0001-28,Usinagem Itapira de Precisao Eireli,Usitaprec,dos Italianos,2954,,Centro,Itapira,SP,13970-080,usitaprec@usitaprec.com.br,(19) 3843-5199,Serviços Empresariais,"Serviços de usinagem, torneiria e solda",06/04/2009,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
03.985.642/0001-85,Centro Regional de Ensino Superior Arno Kreutz Ltda,Centro Regional de Ensino Superior Arno Kreutz,Av Ataliba Vieira de Almeida,S/N,,Centro,Chapadinha,MA,65500-000,financeiro@fapeduca.com.br,(98) 3471-1356,Educação,Educação superior - graduação,24/07/2000,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 60000,00",
16.831.145/0001-74,Neurospine Clinica de Neurocirurgia e Coluna Ltda,Clinica Dr. Eduardo Iunes,Vergueiro,1353,Conj 1408 e 1409 Torre Norte,Vila Mariana,São Paulo,SP,04101-000,adm@dreduardoiunes.com.br,(11) 2639-3160,Medicina e Saúde,Atividade médica ambulatorial restrita a consultas,23/08/2012,Demais,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
37.464.841/0001-60,Overton Tecnologia em Solucoes e Servicos Ltda,Overton Solucoes,Professora Estela Souza Merencio,15,,Santa Felicidade,Santa Rita do Sapucai,MG,37540-000,adm@overton.com.br,(35) 3471-5989,Informática,Desenvolvimento de programas de computador sob encomenda,19/06/2020,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 5000,00",
13.420.661/0001-18,Fornari - Arquitetura e Construcoes Ltda,Jpc Arquitetura,R Osvaldo Aranha,590,Sala 1,Centro,Arvorezinha,RS,95995-000,contato@fornariconstrucoes.com.br,,Construção Civil,Serviços de arquitetura,25/03/2011,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 820000,00",1-10
05.034.688/0001-44,Galle - Sistema de Comunicacao Ltda,,Doutor Lauro Correa da Silva,3240,,Jardim do Lago,Limeira,SP,13481-631,luciana@galle.com.br,(19) 3404-6017,Mídia e Entretenimento,Atividades de rádio,18/04/2002,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 300000,00",
29.601.220/0001-52,Mix System Service Monitoramento Ltda,Mix System,do Jangadeiro,757,Sala 03,Interlagos,São Paulo,SP,04815-020,rose@mixsystem.com.br,(11) 5971-3800,Serviços Empresariais,Atividades de monitoramento de sistemas de segurança eletrônico,02/02/2018,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
06.163.277/0001-11,Os Movidos Promocoes e Eventos Ltda,Os Movidos Promocoes e Eventos,Antonio Joaquim de Moura Andrade,1980,Fundos,Centro,Nova Andradina,MS,79750-000,osmovidos@osmovidos.com.br,(67) 3441-4030,Eventos,"Serviços de organização de feiras, congressos, exposições e festas",23/03/2004,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 60000,00",
14.675.662/0001-76,Jtc Odontologia Ltda,,da Saudade,120,,Padre Bento,Itu,SP,13313-000,criscas@jtcodontologia.com.br,(11) 4022-4507,Medicina e Saúde,Planos de saúde,04/11/2011,Demais,Não optante,Sociedade Empresária Limitada,"R$ 57000,00",
17.787.572/0001-65,Rodolimeira Express Cargo Ltda,,Joao de Goes,2305,Galpao4,Jardim Alvorada,Jandira,SP,06612-000,rodolimeira@rodolimeira.com.br,(11) 3685-1905,Transporte e Logística,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",20/03/2013,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 50000,00",
07.356.464/0001-84,Supermercado Sancler Ltda,Super Sancler,Av 5 de Janeiro,SN,"Qd-16 Lts - 8, 9, 10",Setor Ors Ii,Sanclerlandia,GO,76160-000,atendimento@supersancler.com.br,(64) 3679-1015,Supermercados,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",04/05/2005,Demais,Não optante,Sociedade Empresária Limitada,"R$ 500000,00",
24.405.814/0001-74,Vinci Brasil Comunicacao & Marketing S.a.,Vinci Brasil,Pais de Araujo,29,Andar 5 Conj 55,Itaim Bibi,São Paulo,SP,04531-090,sergiotadeu@vincibr.com.br,(11) 3078-3013,Serviços Empresariais,Outras atividades de publicidade ,17/03/2016,Demais,Não optante,Sociedade Anônima Fechada,"R$ 2000000,00",
36.986.291/0001-86,Loto Engenharia Ltda,Loto Engenharia,Itauna,120,Qd/a26 Lote/3,Novo Aleixo,Manaus,AM,69098-234,antonio@lotoeng.com,(92) 99335-1095,Construção Civil,Instalação e manutenção elétrica,23/04/2020,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 150000,00",
37.424.598/0001-56,Molina Biomedicina Estetica Avancada Ltda,Molina Biomedicina Estetica Avancada,13,841,Sala 03,Centro,Barretos,SP,14780-270,lazaro@molinarepresentacoes.com.br,(17) 3322-6158,Serviços ao Consumidor,Atividades de estética e outros serviços de cuidados com a beleza,16/06/2020,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 100000,00",
87.554.333/0001-40,Mecanica Sonza & Scardueli Ltda.,Mecanica Sonza & Scardueli.,Arlindo Fasolo,200,,Maria Goretti,Bento Goncalves,RS,95700-010,sonzascardueli@oknet.com.br,,Serviços ao Consumidor,Serviços de manutenção e reparação mecânica de veículos automotores,27/03/1968,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
67.562.280/0001-00,Cassio Vasconcellos Producoes Fotograficas Ltda,,R Suzana Dias,284,,Centro,Santana de Parnaíba,SP,06501-060,cassio@cassiovasconcellos.com.br,,Mídia e Entretenimento,"Atividades de produção cinematográfica, de vídeos e de programas de televisão ",12/02/1992,Micro empresa,Não optante,Sociedade Empresária Limitada,,
26.813.076/0001-20,Csm Administradora Hoteleira e Reservas Ltda,Pousada Ola,R Germiniano Maia,691,,Salgado Filho,Aracajú,SE,49020-040,contato@pousadaencantare.com.br,,Viagem e Turismo,Serviços de reservas e outros serviços de turismo ,06/01/2017,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
03.629.921/0001-06,Rio Pae - Plano de Assistencia Especial Ltda,,R Coronel Henrique da Fonseca,79,Loja,Centro,São João de Meriti,RJ,25520-620,contato@riopae.com.br,(21) 3069-4815,Serviços Empresariais,Outras atividades de serviços prestados principalmente às empresas ,03/02/2000,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,,
90.435.025/0001-00,Sier Equipamentos Eletro Mecanicos Ltda,,R Alexandre de Antoni,2162,,Universitario,Caxias do Sul,RS,95041-020,sier@sier.ind.br,(54) 3224-1384,Fábricas e Indústrias,Fabricação de outros equipamentos e aparelhos elétricos ,17/09/1985,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,,2
01.828.263/0001-56,Lemos Parreira Empreendimentos Turisticos e Hoteleiros Ltda,""" Obba Coema Village Hotel""",Av B,1.000,,Loteamento Brisas do Lago,Capitólio,MG,37930-000,contato@obbacoema.com.br,,"Hotéis, Motéis e Alojamentos",Hotéis,03/04/1997,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 913000,00",
46.588.349/0001-97,Gto - Grupo de Traumatologia e Ortopedia Ltda.,,R Paulo Licio Rizzo,106,,Centro,Osasco,SP,06018-010,clinicagto@clinicagto.com.br,(11) 3184-2100,Medicina e Saúde,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",08/07/1975,Demais,Não optante,Sociedade Empresária Limitada,"R$ 90000,00",
07.048.336/0001-73,Extrude Hone do Brasil Sistemas de Acabamentos de Pecas Ltda.,Extrude Hone do Brasil Sistemas de Acabamentos e Pecas,Marginal Direita,137,Predio C,Rudge Ramos,São Bernardo do Campo,SP,09696-005,jbahia@extrudehone.com.br,(11) 4177-7755,Serviços Empresariais,"Serviços de usinagem, tornearia e solda",04/10/2004,Demais,Não optante,Sociedade Empresária Limitada,,
33.053.481/0001-52,Ace4finance Contabilidade Empresarial e Financas Ltda,Ace4finance Contabilidade Empresarial e Financas,Joao Nicoletti Daros,231,,Xaxim,Curitiba,PR,81810-320,ace4finance@ace4finance.com.br,(41) 99680-8306,Contabilidade,Atividades de contabilidade,17/03/2019,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 12000,00",
18.922.594/0001-53,Cfc Montagens e Servicos Industriais Ltda,Cfc Montagens e Servicos Industriais,Irapuan Costa Junior,1960,Lote 02,Vila Nova,Ouvidor,GO,75715-000,cicero@cfcmontagens.com.br,(64) 99909-5717,Metalúrgica e Mecânica,Fabricação de obras de caldeiraria pesada,20/09/2013,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 40000,00",
38.548.715/0001-56,Recaleo Recapadora Leopoldinense Ltda,,R Jose Peres,812,,,Leopoldina,MG,36700-000,gabriel@recaleo.com.br,,Fábricas e Indústrias,Reforma de pneumáticos usados,17/05/1990,Demais,Não optante,Sociedade Empresária Limitada,"R$ 1774000,00",
03.501.722/0001-18,Contato Diario Ltda,Contato Diario,Av Ab,20,Quadra33 A Lote 20,Manoel Plaza,Serra,ES,29160-450,olavo@contatodiario.com.br,(27) 3347-1139,Informática,Outras atividades de prestação de serviços de informação ,11/11/1999,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 330000,00",
01.464.059/0001-01,Hotel Radar Ltda,,Rod Rs 118,898,,Morro do Coco,Gravataí,RS,94090-120,reservas@hotelradar.com.br,(51) 3489-9600,"Hotéis, Motéis e Alojamentos",Hotéis,07/10/1996,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 2320000,00",
02.325.140/0001-65,Cra Lab Diagnosticos Medicos Ltda,Sabin,Santos Dumont,97,Quadraa Lote 9-p,Jundiai,Anapolis,GO,75113-180,financeiro.ana@sabin.com.br,(62) 3098-7181,Medicina e Saúde,Laboratórios clínicos,26/08/1986,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 4000000,00",
58.131.566/0001-32,Marquim Comercial Ltda,,R Bittencourt,299,301,Vila Nova,Santos,SP,11013-300,marquim@marquim.com.br,(13) 3234-4342,Supermercados,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",31/08/1966,Demais,Não optante,Sociedade Empresária Limitada,"R$ 5000,00",
35.222.725/0001-09,Tecnogueto Tecnologia e Ensino Ltda,Tecnogueto,da Ciranda,00051,Apt 203,Realengo,Rio de Janeiro,RJ,21755-060,digo@tecnogueto.com.br,(21) 96466-0801,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,17/10/2019,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
06.280.479/0001-43,Jose Vicente Netto Pousada,,Av Eduardo Moreira da Cruz,200,,Vila Jaguaribe,Campos do Jordão,SP,12460-000,reservas@pousadacamposdojordao.com.br,(12) 3664-2477,"Hotéis, Motéis e Alojamentos",Outros alojamentos ,24/05/2004,Micro empresa,Optante,Empresário Individual,,
68.609.528/0001-04,Jpc Communication - Eireli,,R Coronel Dulcidio,1596,Andar: 3; Apt: 32;,Agua Verde,Curitiba,PR,80250-100,jpedro@jpccommunication.com.br,,Serviços Empresariais,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",27/08/1992,Demais,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Simples),"R$ 93700,00",
09.251.434/0001-39,Inbrasul Construtora Ltda,Inbrasul,Av Prefeito Jose Juvenal Mafra,7740,,Gravata,Navegantes,SC,88372-618,marketing@inbrasul.com.br,(47) 3319-4299,Construção Civil,Construção de edifícios,12/12/2007,Demais,Não optante,Sociedade Empresária Limitada,"R$ 300000,00",51-200
01.144.022/0001-98,Set-up Automacao Ltda,Setup Automacao,Av Pirangi,185,Sala 07 e 08,Jardim Nova Europa,Campinas,SP,13040-009,setup@setup.com.br,(19) 98276-3388,Fábricas e Indústrias,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos ",15/04/1996,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 4000,00",11-50
02.370.283/0001-99,Marven Tranportes Ltda,Rede Logistica,R Adenil Falcao,1369,,Brasilia,Feira de Santana,BA,44088-234,financeiro@redelogisticaba.com.br,,Transporte e Logística,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",16/02/1998,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 30000,00",
06.024.817/0001-86,Partner Pneumatica Industria e Comercio Ltda,Partner,R dos Palmares,59,Quadra10 Lote 06,Jardim Orlandina,São Bernardo do Campo,SP,09632-070,vendas@partnerpneumatica.com.br,(11) 4220-3222,Fábricas e Indústrias,"Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos",11/11/2003,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
07.937.087/0001-77,Assing & Poli - Assessoria Contabil S/s Ltda,Assing & Poli,Av Almirante Tamandare,94,Sala 609,Coqueiros,Florianópolis,SC,88080-160,contato@assingpoli.com.br,,Serviços Empresariais,Atividades de contabilidade,30/03/2006,Empresa de pequeno porte,Optante,Sociedade Simples Pura,"R$ 10000,00",
05.654.521/0001-86,F.d.e Servicos Ltda,Metalurgica Baltazar,R Evangelina Cirqueira Dias,57,Casa,Nova Pojuca,Pojuca,BA,48120-000,contato@metalurgicabaltazar.com,(71) 3645-1877,Serviços Empresariais,"Serviços de usinagem, tornearia e solda",05/05/2003,Demais,Optante,Sociedade Empresária Limitada,"R$ 150000,00",9
71.613.699/0001-03,Tentacao Paes e Doces Ltda,,Av Marjory da Silva Prado,1289,,Bal P Pernambuco,Guarujá,SP,11444-000,escritorio@tentacaopaesedoces.com.br,(13) 3353-1628,Varejo,Padaria e confeitaria com predominância de revenda,26/05/1993,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 1500,00",
04.601.874/0001-55,Flambony Sorvete Expresso Ltda,Flambony Sorvete Expresso,Pc Coronel Pacheco de Medeiros,01,Loja: 04;,Centro,Muriaé,MG,36880-000,flambony@flambony.com.br,(32) 3728-4708,Varejo,Comércio varejista de outros produtos ,08/08/2001,Micro empresa,Optante,Sociedade Empresária Limitada,,
02.442.644/0001-65,C & e Pisos e Acabamentos Ltda,,R Jose Bonifacio,1371,,Centro,São Carlos,SP,13560-610,elen@pisoartacabamentos.com.br,,Varejo,Comércio varejista de materiais de construção ,31/03/1998,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
31.833.122/0001-92,Breckar Pecas e Servicos Ltda,,R General Castrioto,68,,Barreto,Niterói,RJ,24110-256,freios@breckar.com.br,(21) 2717-4499,Veículos e Auto Peças,Comércio a varejo de peças e acessórios novos para veículos automotores,20/05/1988,Micro empresa,Optante,Sociedade Empresária Limitada,,
24.687.722/0001-24,do It! Corretora de Seguros Ltda.,do It! Corretora de Seguros,Maestro Carlos Nardelli,102,Sala 1,Alto da Boa Vista,Ribeirão Preto,SP,14025-620,joaocarlos@doitseguros.com.br,(16) 99731-9948,Economia e Finanças,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",29/04/2016,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
18.461.488/0001-10,Royal Comercio de Artigos de Papelaria e Servicos Graficos Ltda,Alphagraphics,Cidade Jardim,751,,Jardim Satelite,São José dos Campos,SP,12231-675,apinho@alphagraphics.com.br,(12) 3028-7808,Mídia e Entretenimento,Impressão de material para uso publicitário,10/07/2013,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
05.059.287/0001-49,Dinamica Recreacao e Lazer Limitada,,R Brigadeiro Jordao,76,,Ipiranga,São Paulo,SP,04210-000,dinamica@dinamicalazer.com.br,(11) 2062-7170,Viagem e Turismo,Outras atividades de recreação e lazer ,13/02/2002,Micro empresa,Optante,Sociedade Simples Limitada,,
31.772.537/0001-01,Aco Moveis - Industria Metalurgica Ltda,Aco Moveis - Industria Metalurgica,Rio Grande do Norte,1155,,Boa Vista,Ponta Grossa,PR,84070-140,beth@rchmoveis.com.br,(42) 3227-7386,Fábricas e Indústrias,Fabricação de móveis com predominância de metal,16/10/2018,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
15.576.702/0001-95,Espaco Vis Pilates Ltda,"Espaco Vis - Pilates, Saude, Bem Estar",R Goncalves Dias,1922,Sala: 901;,Lourdes,Belo Horizonte,MG,30140-092,vispilates@vispilates.com.br,(31) 99131-8887,Medicina e Saúde,Atividades de fisioterapia,22/05/2012,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
61.327.516/0001-30,Melkor Revestimentos Anticorrosivos Ltda,,R Equador,661,Sala 01,Jundiapeba,Mogi das Cruzes,SP,08750-390,antonio.bonilha@melkor.com.br,(11) 4727-3334,Construção Civil,Serviços especializados para construção ,29/08/1989,Demais,Não optante,Sociedade Empresária Limitada,"R$ 400000,00",
88.401.344/0001-53,Emporio de Ferragens Tk Ltda,,Av Maua,1244,,Centro,Ibirubá,RS,98200-000,dominio@ferragenstk.com.br,,Materiais de Construção,Comércio varejista de materiais de construção em geral,25/11/1975,Demais,Excluído,Sociedade Empresária Limitada,,
26.145.223/0001-30,Spartacus Investments Consultoria Empresarial e Holding Patrimonial- Eireli,,Santa Catarina,55,Sala 59,Centro,Sao Caetano do Sul,SP,09510-120,atendimento@mrmconsultoria.com.br,(19) 3392-5432,Economia e Finanças,Holdings de instituições não financeiras,12/09/2016,Demais,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 104500,00",
27.321.489/0001-50,Corpquali Servicos Administrativos Eireli,Corpquali,Santos Dumont,800,,Jardim Alvorada,Sumare,SP,13170-586,corpquali@corpquali.com.br,(19) 98320-3688,Serviços Empresariais,Serviços combinados de escritório e apoio administrativo,16/03/2017,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 94000,00",
11.343.453/0001-37,Objetivo Baby Bercario e Pre-escola Ltda,Objetivo Baby,Engenheiro Jose Nelson Machado,440,,Parque Iracema,Catanduva,SP,15809-000,objetivobaby@hothmail.com,(17) 3522-0633,Educação,Educação infantil - creche,20/11/2009,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
34.640.736/0001-46,Tiago de Lima Santos Instalacoes Eletricas Eireli,Tls Instalacoes Eletricas,Pinhal,226,Sala A,Cidade Patriarca,São Paulo,SP,03564-040,tiago@ksttelecom.com.br,(11) 2638-1214,Construção Civil,Instalação e manutenção elétrica,23/08/2019,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 99800,00",
17.791.116/0001-99,"Gtv Brasil Comercio, Importacao e Exportacao Eireli",,William Booth,500,,Boqueirao,Curitiba,PR,81650-120,jan.dabrowa@gtvbrasil.com.br,(47) 3026-1830,Atacado e Distribuição,Comércio atacadista de ferragens e ferramentas,20/02/2013,Demais,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 667800,00",
01.201.885/0001-50,Precision Recursos Humanos S/c Ltda.,Percision Recursos Humanos,R Desembargador Westphalen,1189,Casa,Reboucas,Curitiba,PR,80230-100,contato@precisionrh.com.br,(41) 3018-3397,Serviços Empresariais,Seleção e agenciamento de mão-de-obra,16/03/1996,Micro empresa,Não optante,Sociedade Simples Limitada,,
13.477.570/0001-19,Cnc Assistec Maquinas e Equipamentos Ltda,,Washington Luiz,2550,Bloco 02 Sala 728,Vila Sao Luiz,Duque de Caxias,RJ,25085-009,jefferson.costa@cncassistec.com.br,(21) 3570-0388,Fábricas e Indústrias,"Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle",06/04/2011,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 10500,00",
37.323.835/0001-92,Acd Servicos de Treinamento Gerencial Eireli,Andre D'angelo Conteudo & Capacitacao,Barao do Amazonas,888,Apt 601,Petropolis,Porto Alegre,RS,90670-001,andre@andredangelo.com.br,(51) 99203-9006,Educação,Treinamento em desenvolvimento profissional e gerencial,04/06/2020,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 104500,00",
04.277.857/0001-04,Screenlight Tecnologia Comercio e Servico Eireli,,Av Marechal Camara,160,Sala 316,Centro,Rio de Janeiro,RJ,20020-080,screenlight@screenlight.com.br,(21) 2215-8950,Eletro-eletrônica,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,07/02/2001,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
34.389.818/0001-60,Funcional Fit Pilates Ltda.,Funcional Fit,Franca Pinto,599,,Vila Mariana,São Paulo,SP,04016-032,thiago@funcionalfit.com,(11) 2385-3208,Esportes,Atividades de condicionamento físico,01/08/2019,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
68.767.052/0001-21,Agroindustria Cedro Ltda,Agroindustria Cedro,"Rod Pr 486, Km 96, Zona Rural",S/N,,Zona Rural,Perobal,PR,87538-000,perobalcool@perobalcool.com.br,,Fábricas e Indústrias,Fabricação de álcool,10/02/1993,Demais,Não optante,Sociedade Empresária Limitada,"R$ 1524270,00",
16.826.526/0001-65,Fatex Confeccao de Artigos Texteis Para Uso Domesticos Ltda,,Youssef Ahmad El Jarouche,6288-b,,Distrito Industrial Ii,Tres Lagoas,MS,79601-970,contabil@fatex.com.br,(19) 2109-7750,Fábricas e Indústrias,Fabricação de artefatos têxteis para uso doméstico,27/08/2012,Demais,Não optante,Sociedade Empresária Limitada,"R$ 100000,00",
03.861.890/0001-14,Amazon Palace Hotel Ltda,Amazon Hotel,Goias,1097-s,,Alvorada,Lucas do Rio Verde,MT,78455-000,thaise@amazonpalacehotel.com.br,(65) 3549-2689,"Hotéis, Motéis e Alojamentos",Hotéis,08/06/2000,Micro empresa,Optante,Sociedade Empresária Limitada,,
03.370.259/0001-12,Ravenna- Equipamentos Para Construcao Ltda - Me,,R Sinimbu,96,Sala 02 A,Nossa Senhora de Lourdes,Caxias do Sul,RS,95020-000,vendassul@ravennarepresentacoes.com.br,(51) 3490-7719,Varejo,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,01/08/1999,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
01.194.185/0001-85,Transcamila Cargas e Armazens Gerais Ltda,Transcamila,"Pr 090, Lote 44 - C-2,",Sn,Sala 3,Pq. Industrial Nene Favoretto,Ibipora,PR,86200-000,transcamila@transcamila.com.br,(43) 3158-6023,Transporte e Logística,Transporte rodoviário de produtos perigosos,10/05/1996,Demais,Não optante,Sociedade Empresária Limitada,"R$ 7500000,00",
22.731.762/0001-09,Ast Comercio do Vestuario Ltda,Salt Sun & Bikinis,Andre Vigo,40,Casa 01,Pilarzinho,Curitiba,PR,82100-460,contato@saltsunbikinis.com.br,(11) 97631-9330,Varejo,Comércio varejista de artigos do vestuário e acessórios,24/06/2015,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
00.890.269/0001-90,Interative Service Ltda,Interative Business Center,R 137,556,Andar 1 Sala 103 Edif Alvorada,Setor Marista,Goiânia,GO,74170-120,fmg@fmg.esp.br,,Serviços Empresariais,Serviços combinados de escritório e apoio administrativo,19/06/1984,Micro empresa,Optante,Sociedade Empresária Limitada,,
07.166.525/0001-40,"Conduru, Ecoturismo e Aventura Ltda.",,R Leonardo Setubal,48,,Centro,Itacaré,BA,45530-000,contato@conduruecoturismo.com.br,(73) 3251-2356,Viagem e Turismo,Agências de viagens,23/12/2004,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 40000,00",
22.279.969/0001-86,Solugeot Solucoes em Analises Tecnicas Ltda,Solugeot Solucoes Geotecnicas,R Eugenio Geraldino de Franca,69,,Dom Bosco,Itajaí,SC,88307-165,solugeot@solugeot.com.br,(47) 99932-6783,Construção Civil,Serviços especializados para construção ,15/04/2015,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
68.689.512/0001-40,Dose Certa Farmacia de Manipulacao Ltda,,Saenz Pena,45,Loja 314 Entrada Suplementar Rua Soares da Costa N 10,Tijuca,Rio de Janeiro,RJ,20520-090,contato@dosecertafarmacia.com.br,(21) 2234-9583,Farmácias,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",26/11/1992,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 51000,00",
13.579.817/0001-08,Solutec - Gestao em Telecomunicacoes Ltda,Solutec Tecnologies,Av Perseu,261,Sala 02,Jardim Satelite,São José dos Campos,SP,12230-470,elcio@solutechn.com.br,(12) 3341-1040,Construção Civil,Instalação e manutenção elétrica,29/03/2011,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
22.025.195/0001-67,Eurosistemas Rastreadores e Monitoramento Eireli,Eurosistemas Rastreadores e Monitoramento,Olavo Egidio de Souza Aranha,1167,Sala 3 e 4,Parque Cisper,São Paulo,SP,03822-000,contato@eurosistemas.com.br,(11) 2305-5531,Serviços Empresariais,Atividades de monitoramento de sistemas de segurança eletrônico,11/03/2015,Micro empresa,Excluído,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 240000,00",
