CNPJ,razon_social,Nome comercial,Endereço,Número,Complemento,Bairro,Cidade,Estado,Cep,correo_comercial,Telefone,Segmento,Área de atuação,Data de abertura,Porte da empresa,Optante simples nacional,Natureza jurídica,Capital social,Número de funcionários
09.132.090/0001-49,Zumerata Desenvolvimento de Sistemas Ltda,Zumerata Internet,R Otto Boehm,48,Modulo 02,America,Joinville,SC,89201-700,ricardo@zumerata.com.br,(47) 3017-1110,Informática,Desenvolvimento de programas de computador sob encomenda,10/10/2007,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",1-10
13.599.136/0001-01,Impactus Servicos Ltda,Impactus Servicos,Pedro Alvares Cabral,1020,Sala 04,Marmbaia,Belem,PA,66050-400,marcus@impactusinformatica.com.br,(91) 3089-0870,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,04/05/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
08.080.041/0001-47,Atllas Comercio de Sistemas de Informacao Ltda,,R Gracia Gramazio Pereira de Lima,95,,Loteamento Sao Joao,Capinzal,SC,89665-000,rafael@atllas.com.br,(49) 98402-5237,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,29/05/2006,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 50000,00",
62.578.273/0001-75,Js Projetos de Instalacoes Industriais Ltda,,R Rua Georges Mansur Nabhan,138,,Jardim Santa Cruz,São Paulo,SP,04182-060,js.sbc@jsprojetos.com.br,(11) 4368-4644,Serviços Empresariais,Serviços de desenho técnico relacionados à arquitetura e engenharia,19/04/1990,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
21.460.136/0001-54,Conectare Sistemas Ltda,Conectare Sistemas,Tiradentes,86,Andar 1,Vila de Abrantes - Abrantes,Camacari,BA,42840-000,mateus@conectare.net,(71) 99992-9892,Informática,Desenvolvimento de programas de computador sob encomenda,24/11/2014,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
12.824.721/0001-03,Dsgx Ltda,Dsgx,Av Alcindo Cacela,1264,Apt 802,Umarizal,Belem,PA,66060-000,inga@inganegocios.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,26/10/2010,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 36500,00",
16.727.285/0001-05,Altowsta Criacoes na Nuvem Ltda.,,Tv Alfredo Costa,53,Apt 304,Medianeira,Porto Alegre,RS,90880-340,comercial@panoramia.com.br,(31) 3566-2008,Informática,Desenvolvimento de programas de computador sob encomenda,20/08/2012,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 10000,00",11-50
06.225.464/0001-82,Bweb Brasil Eireli,,Al Mamore,503,Conj: 61;,Alphaville Industrial,Baruerí,SP,06454-040,marins@bweb.com.br,(11) 3825-0252,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,25/03/2004,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 300000,00",11-50
04.534.181/0001-97,Holos Consult Desenvolvimento de Software Ltda,Holos Consult,R Iguacu,774,Casa: 2;,Concordia,Belo Horizonte,MG,31110-600,comercial@holosconsult.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,26/06/2001,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
07.571.218/0001-45,Gauge Comunicacao Digital Ltda,,Al Jau,1717,Casa 8 Conj 3,Jardim Paulista,São Paulo,SP,01420-002,contato@cyrk.com.br,(11) 2359-2975,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,22/07/2005,Demais,Excluído,Sociedade Empresária Limitada,"R$ 495000,00",11-50
08.738.715/0001-58,Commix Solucoes Digitais Ltda,Commix Solucoes Digitais,R General Liberato Bittencourt,1885,Sala: 807;,Canto,Florianópolis,SC,88070-800,grupoglobo@direcionado.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,03/04/2007,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
05.432.831/0001-56,Soft Design Informatica Ltda,,Padre Jacobs,75,Fundos,Centro,Blumenau,SC,89010-000,financeiro@softd.com.br,(47) 3329-1365,Informática,Desenvolvimento de programas de computador sob encomenda,09/12/2002,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 56760,00",
08.104.732/0001-33,Cristiano de Carvalho Moraes & Cia Ltda,Acronus Tecnologia em Software,R Dona Luisa de Gusmao,555,Sala 04,Vila Nogueira,Campinas,SP,13088-028,suporte@acronus.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,05/06/2006,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
03.768.719/0001-65,Hemisferio Sistemas de Informacao Ltda,,Av Belisario Leite de Andrade Neto,135,Ap. 201,Barra da Tijuca,Rio de Janeiro,RJ,22621-270,hemisferio@hemisferio.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,13/04/2000,Micro empresa,Não optante,Sociedade Simples Limitada,,
02.996.956/0001-10,Integrated Technologies Ltda,,R Josefina Gasparian,61,Sala 01 - Parte,Centro,Comendador Levy Gasparian,RJ,25870-000,info@intechpro.com.br,(11) 3054-6818,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,11/02/1999,Demais,Não optante,Sociedade Simples Limitada,,11-50
23.265.773/0001-03,Nexoos do Brasil Tecnologia e Servicos Ltda.,,Claudio Soares,72,Sala 1310,Pinheiros,São Paulo,SP,05422-030,murilo@nexoos.com.br,(11) 4949-5929,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,14/09/2015,Demais,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
01.116.645/0001-57,Sistemas Victory e Consultoria Ltda,,Av T-63,695,Sala 1.202/1.203,Setor Bueno,Goiânia,GO,74230-105,cerlino@sistemasvictory.com.br,(62) 3255-7436,Informática,Desenvolvimento de programas de computador sob encomenda,26/03/1996,Micro empresa,Optante,Sociedade Empresária Limitada,,
33.737.053/0001-49,Tjg Solucoes Empresariais Ltda,Gestor Expert,Tarce Menezes Freitas Lima,194,Quadra65 Lote 15,Parque Pauliceia,Duque de Caxias,RJ,25070-110,contato@gestorexpert.com,(21) 2699-2550,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,27/05/2019,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 15000,00",
00.888.572/0001-59,Netpartners Consultoria e Sistemas Ltda,Netpartners,R Alexandre Dumas,2220,: Conjuntos 12 e 14;,Chacara Santo Antonio (zona Sul),São Paulo,SP,04717-004,gabriel.spina@netpartners.com.br,(11) 5182-9588,Informática,Desenvolvimento de programas de computador sob encomenda,09/10/1995,Demais,Não optante,Sociedade Empresária Limitada,"R$ 1192383,00",51-200
07.207.324/0001-44,Governance Technology Assessoria e Consultoria em Informatica e Governanca Corporativa Ltda,Governance Technology,Av Pau Brasil,S/N,Lote 06 Sala 305,Norte (aguas Claras),Brasília,DF,71916-500,rh@governancetechnology.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,28/01/2005,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,,11-50
26.740.121/0001-63,Rx Tecnologia e Educacao Ltda,Rx Solucoes em Saude,Marechal Humberto de Alencar C Branco,131,Sala 24 Andar 02 Cond Fleming Ed,Taruma,Curitiba,PR,82530-205,graziela@rxsaude.com.br,(41) 3023-4922,Informática,Desenvolvimento de programas de computador sob encomenda,13/12/2016,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 400000,00",
28.823.339/0001-07,Vitrine Tecnologia em Varejo Ltda,Vitrine,Paulista,171,Andar 4,Bela Vista,São Paulo,SP,01311-000,tiago@vitrineretail.com,(11) 99996-3100,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,09/10/2017,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 50000,00",
84.721.984/0001-90,Atimo Software Ltda,,Av Joao Pessoa,4673,,Centro,Rolim de Moura,RO,78987-000,atimo@atimosoftware.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,25/03/1995,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 1000000,00",51-200
09.474.605/0001-99,Embra Embra Servicos em Tecnologia Ltda,,R Vicente Stancato,330,,Chacara Santa Margarida,Campinas,SP,13085-475,contato@galoa.com.br,(19) 3289-2965,Informática,Desenvolvimento de programas de computador sob encomenda,26/03/2008,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 30000,00",11-50
07.151.089/0001-36,Caranaweb Agencia Digital Ltda,,R Dias da Cruz,445,Sala 205,Meier,Rio de Janeiro,RJ,20720-010,instituto@institutosarlo.com.br,(21) 3281-6586,Informática,Desenvolvimento de programas de computador sob encomenda,16/12/2004,Micro empresa,Não optante,Sociedade Simples Limitada,"R$ 10000,00",
09.493.126/0001-10,Adriano Carlos Gliorsi Informatica Ltda,Acg Consulting,R Marcos Penteado de Ulhoa Rodrigues,1081,Apt 81,Tambore 3,Santana de Parnaíba,SP,06543-001,adriano@acgconsulting.com.br,(11) 98522-5123,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,14/04/2008,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 5000,00",
18.277.493/0001-77,Loggi Tecnologia Ltda.,,Santos,2400,,Cerqueira Cesar,São Paulo,SP,01418-200,contato@loggi.com,(11) 4020-1460,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,11/06/2013,Demais,Não optante,Sociedade Empresária Limitada,"R$ 714314739,00",
05.775.513/0001-98,"Quanta Consultoria, Projetos e Editora Ltda",,R Ouro Preto,210,Cond: Colonial;,Chacara de La Rocca,Carapicuíba,SP,06350-270,sinoel@qcp.com.br,(11) 4186-7222,Informática,Desenvolvimento de programas de computador sob encomenda,07/05/2003,Demais,Não optante,Sociedade Simples Limitada,"R$ 340000,00",
03.962.572/0001-40,Cadville Design Eireli,Cadville,"R Sao Paulo,",31,1 Andar Salas 4 e 5,Bucarein,Joinville,SC,89202-200,contato@cadville.com.br,,Serviços Empresariais,Serviços de desenho técnico relacionados à arquitetura e engenharia,27/07/2000,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 73500,00",
18.545.716/0001-30,Surfe Digital Ltda,,R Francisco Bicalho,601,,Padre Eustaquio,Belo Horizonte,MG,30720-412,diretoria@agenciasurf.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,24/07/2013,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 25000,00",
03.406.528/0001-53,Audisoft Sistemas Ltda,Audisoft Sistamas Ltda,Av Getulio Vargas,968,Sala 206,Centro,Teófilo Otoni,MG,39800-015,contato@audisoft.com.br,(33) 3521-3634,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,17/08/1999,Micro empresa,Optante,Sociedade Empresária Limitada,,
06.996.155/0001-06,Multdata Sistemas Ltda,,R Hildebrando de Oliveira,315,Casa 08,Copacabana,Belo Horizonte,MG,31550-500,editora@estronho.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,23/09/2004,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
02.188.419/0001-44,Eos Organizacao e Sistemas Ltda,Eos Consultores,Afonso Pena,2386,Sala 201,Centro,Campo Grande,MS,79002-074,diretoria@eosconsultores.com.br,(67) 3321-2898,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,09/10/1997,Demais,Não optante,Sociedade Empresária Limitada,"R$ 600000,00",
10.280.891/0001-30,Free Solutions Tecnologia e Informatica Ltda,,Direita,44,Quadra: I1 Lote 02 Ant. E;,Canjica,Cuiaba,MT,78050-355,nielsen@freesolutions.com.br,(65) 3637-4743,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,20/08/2008,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
05.468.387/0001-29,S. Design Projetos & Obras Eireli,S Design Incorporadora,R da Paz,1183,Andar 1,Chacara Santo Antonio (zona Sul),São Paulo,SP,04713-001,leia@saviano.com.br,,Engenharia,Serviços de desenho técnico relacionados à arquitetura e engenharia,29/11/2002,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 78800,00",
50.735.505/0001-72,Smarapd Informatica Ltda,Smarapd,R Aurora,446,,Vila Tiberio,Ribeirâo Preto,SP,14050-100,lasercomercial@smarapd.com.br,(16) 2137-9898,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,20/02/1980,Demais,Não optante,Sociedade Empresária Limitada,"R$ 3000000,00",
17.489.855/0001-20,Qualisign Informatica S.a.,,R Correia Dias,337,Andar 2 e 7 Conj 21 71 e 72,Paraiso,São Paulo,SP,04104-001,novosnegocios@qualisign.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,08/01/2013,Demais,Não optante,Sociedade Anônima Fechada,"R$ 500040,00",
04.266.874/0001-46,Proton Sistemas Ltda,,R Barao do Rio Branco,1137,Salas 201 A 207,Centro,Feira de Santana,BA,44001-535,eliane@protonsistemas.com.br,(75) 2101-3744,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,02/02/2001,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,1
35.168.108/0001-72,F7 Consultoria em Tecnologia da Informacao Eireli,,Santos Dumont,323,Sala 01,Cambui,Campinas,SP,13024-020,andre@f7consultoria.com.br,(19) 99773-0811,Informática,Desenvolvimento de programas de computador sob encomenda,14/10/2019,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
28.442.160/0001-00,Cotta Consultoria e Desenvolvimento de Softwares Eireli,Bh Softwares,dos Bouganvilles,184,Casa 3,Masterville,Sarzedo,MG,32450-000,contato@leonardocotta.com.br,(31) 98923-5792,Informática,Desenvolvimento de programas de computador sob encomenda,17/08/2017,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 97000,00",
23.503.129/0001-18,Mobinova Tecnologia Ltda,,Jose Carlos Siqueira,284,,Barra Velha,Ilhabela,SP,11630-000,eduardo@mobinova.com.br,(11) 2129-8272,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,20/10/2015,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 1000,00",
01.617.120/0001-03,Petardo Software Ltda.,Parafernalia,Atlantica,3958,Apt 401,Copacabana,Rio de Janeiro,RJ,22070-002,alexandra.guerra@parafernalia.net.br,(21) 98753-3009,Informática,Desenvolvimento de programas de computador sob encomenda,07/01/1997,Empresa de pequeno porte,Optante,Sociedade Simples Limitada,"R$ 50000,00",
96.428.297/0001-60,Volans Informatica Ltda,,R Doutor Quirino,1.319,Andar 2 Conj 23,Centro,Campinas,SP,13015-082,fabio.gallego@volans.com.br,(11) 3842-8632,Informática,Desenvolvimento de programas de computador sob encomenda,15/04/1993,Demais,Não optante,Sociedade Empresária Limitada,"R$ 1200000,00",51-200
05.546.620/0001-44,Khor Tecnologia da Informacao Eireli,Khor Tecnologia,Rod Sc 401 Km 01,600,"Sl 403, C. E. T. Alfama, P.t. Alfa",Joao Paulo,Florianópolis,SC,88030-911,clovis@khor.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,14/03/2003,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 720000,00",
42.934.687/0001-82,Aps Software Ltda,,Av Paes Leme,679,Casa,Oswaldo Rezende,Uberlândia,MG,38400-392,ambrozio@apssoftware.com.br,(34) 3086-2080,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,01/10/1992,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
06.890.086/0001-51,Incodata- Inteligencia e Consultoria de Dados Ltda,,R Koesa,298,Sala 402,Kobrasol,São José,SC,88102-310,anderson.hoffmann@incodata.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,23/07/2004,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 600000,00",
65.727.547/0001-39,Alfatec Desenho Industrial Ltda,Alfatec Consultoria e Projeto,Al Santos,2223,Sala 92,Jardim Paulista,São Paulo,SP,01419-002,francisco@alfatec1.com,(11) 3062-1638,Arquitetura,Serviços de desenho técnico relacionados à arquitetura e engenharia,10/04/1991,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
00.417.590/0001-52,Isoqualitas Engenharia de Sistemas Ltda,,R Duilio,659,,Vila Romana,São Paulo,SP,05043-020,comercial@isoqualitas.com.br,(11) 3872-5811,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,17/02/1995,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,,
32.412.572/0001-74,Provehito Sistemas Ltda,Provehito Sistemas Ltda,Adelino Cardana,293,Andar 10 Sala 1003 Bloco C,Centro,Barueri,SP,06401-147,financeiro@provehito.com.br,(11) 99254-6486,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,10/01/2019,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 25110,00",
12.539.153/0001-90,Start Control Tecnologia da Informacao Ltda,Start Control,Est Henrique Franchini,296,,Chacara Embu Colonial,Embú das Artes,SP,06844-140,contato@amorati.com.br,(11) 96585-5838,Informática,Desenvolvimento de programas de computador sob encomenda,26/07/2010,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
00.294.871/0001-65,Condor Software Ltda,,das Carpas,31,Apt: 101;,Parque Residencial Aquarius,São José dos Campos,SP,12246-292,jose.siqueira@condorsoftware.com.br,(12) 3209-4850,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,10/11/1994,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 1000,00",
25.034.624/0001-50,Eever Desenvolvimento e Licenciamento de Programas de Computador Customizaveis Ltda,Eever Solucoes Tecnologicas,Mario Ypiranga,315,Edif The Office Sala 1117-b,Adrianopolis,Manaus,AM,69057-000,sac@eever.com.br,(92) 3302-0900,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,20/06/2016,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
07.298.890/0001-09,Mercovisao Servicos de Informatica Ltda,,Av Pinheiro Borda,148,,Cristal,Porto Alegre,RS,90810-160,monaco@mercovisao.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,22/03/2005,Micro empresa,Excluído,Sociedade Empresária Limitada,,
90.629.890/0001-98,Datachamp Processamentos e Servicos Ltda,,R Vicente Dal Bo,478,Sala 05,Champagne,Garibaldi,RS,95720-000,flavio@datachamp.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,13/05/1986,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 40000,00",
14.712.181/0001-93,Avg Distribuidora de Tecnologias do Brasil Ltda.,Avg Brasil,R Amazonas,669,Conj: 38;,Centro,São Caetano do Sul,SP,09520-070,comercial@avgbrasil.com.br,(11) 2771-5500,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,30/11/2011,Demais,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
04.533.401/0001-68,Corporatv Tecnologias de Comunicacao Ltda,,R Santa Justina,577,,Vila Nova Conceicao,São Paulo,SP,04545-042,faleconosco@streamworks.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,22/06/2001,Demais,Não optante,Sociedade Empresária Limitada,"R$ 350000,00",
07.234.351/0001-06,Recriar Sistemas de Informacao Ltda,Evolucao Informatica,R Sao Paulo,893,Sala 1108,Centro,Belo Horizonte,MG,30170-131,flavia@recriarsistemas.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,04/02/2005,Micro empresa,Não optante,Sociedade Simples Limitada,,
08.267.570/0001-54,Harpia Consultoria em Tecnologia da Informacao Ltda,Harpia Consultoria em Tecnologia da Informacao,Av Doutor Chucri Zaidan,1550,Conj 2.505,Vila Sao Francisco (zona Sul),São Paulo,SP,04711-130,marketing@harpiacloud.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,15/08/2006,Demais,Não optante,Sociedade Empresária Limitada,"R$ 6006000,00",11-50
19.949.439/0001-93,Kaad Solucoes em Tecnologia da Informacao Ltda,,Av Alfredo Ignacio Nogueira Penido,305,Sala 205,Parque Residencial Aquarius,São José dos Campos,SP,12246-000,alessandra.aloia@kaadsolucoes.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,25/11/2013,Demais,Não optante,Sociedade Simples Limitada,"R$ 373846,00",
05.598.335/0001-77,Eagle Designer Ltda,,R Peru,85,,Centro,Timbó,SC,89120-000,alex@eagleinfo.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,14/04/2003,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 3000,00",
12.791.329/0001-05,Rgi - Relacionamento e Gestao Integrada Ltda,,R Olimpiadas,66,Andar: 3; Conj: 32;,Vila Olimpia,São Paulo,SP,04551-000,contato@grupoeci.com.br,(11) 3047-4060,Informática,Desenvolvimento de programas de computador sob encomenda,25/10/2010,Demais,Não optante,Sociedade Empresária Limitada,"R$ 50000,00",
10.973.239/0001-00,Suita Sistemas Ltda,Suita Sistemas,Dr Ramiro D'vila,20,Sala 406,Azenha,Porto Alegre,RS,90620-050,thiago.suita@suita.com.br,(51) 3022-3006,Informática,Desenvolvimento de programas de computador sob encomenda,16/07/2009,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 150000,00",
36.415.095/0001-51,Urbana Digital Intermediacao e Desenvolvimento Web - Eireli,Urbana Digital,Capitao Casa,449,Sala 23,Demarchi,São Bernardo do Campo,SP,09811-250,contato@urbanadigital.com.br,(11) 2339-5671,Informática,Desenvolvimento de programas de computador sob encomenda,18/02/2020,Micro empresa,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 105000,00",
05.681.810/0001-74,Thcs Desenvolvimento de Software Ltda,,R Doutor Cesar,1368,Conj: 610;,Santana,São Paulo,SP,02013-004,alfafnm@alfafnm.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,17/04/2003,Demais,Não optante,Sociedade Empresária Limitada,"R$ 400000,00",
12.449.973/0001-91,Dna Solucoes em Sistemas Ltda.,,Babacu,151,Sala: 01;,Bosque dos Buritis,Uberlândia,MG,38406-570,adm@dnasolucoes.com.br,(34) 3232-9231,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,27/08/2010,Demais,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
66.721.689/0001-51,Microcam - Softwares Especiais Eireli,,R Surui,40,,Vila Gomes Cardim,São Paulo,SP,03319-140,microcam@microcam.com.br,(11) 2296-1608,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,15/08/1991,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 88000,00",
13.393.072/0001-98,Wjm Programas de Informatica Ltda.,Wjm Engenharia de Mercado e Tecnologia,R Coronel Marcos Rovaris,608,,Centro,Içará,SC,88820-000,versal@versalengenharia.com.br,(47) 3028-9929,Informática,Desenvolvimento de programas de computador sob encomenda,21/03/2011,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 15000,00",
13.493.504/0001-32,Sikoni Tecnologia Ltda,Sikoni,R Santa Catarina,1940,Sala 02,Jardim Bethania,Franca,SP,14401-351,atendimento@sikoni.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,30/03/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
04.257.653/0001-01,Adeti Informatica Ltda,,R Artur de Azevedo,1767,Sala 94,Pinheiros,São Paulo,SP,05404-014,adeti@adeti.com.br,(11) 3628-1580,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,27/11/2000,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
10.014.937/0001-70,Binomio Brasil Tecnologia e Servicos Ltda,Binomio Brasil,Frederico Simoes,98,Advanced Trade Center Sala 511,Caminho das Arvores,Salvador,BA,41820-774,dariopeixoto@binomiobrasil.com,(71) 98884-4066,Informática,Desenvolvimento de programas de computador sob encomenda,30/06/2008,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 260000,00",
15.328.869/0001-37,Interativ Comunicacao e Desenvolvimento Ltda,Interativ Web Marketing,R Orestes Codega,726,,Pinheirinho,Curitiba,PR,81150-200,contato@interativweb.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,23/03/2012,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
09.477.474/0001-01,Blk Sistemas Financeiros Ltda,,R Libero Badaro,377,"Conj 2001, 2002, 2003, 2004, 2008 2011 e 2012 Edif Merc Finasa",Centro,São Paulo,SP,01009-000,comercial@blk.com.br,(11) 3295-1522,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,02/04/2008,Demais,Excluído,Sociedade Empresária Limitada,"R$ 348050,00",51-200
11.272.927/0001-05,Dti Sistemas Ltda,Dti Digital Technologies,R Antonio de Albuquerque,330,Sala 1401,Savassi,Belo Horizonte,MG,30112-010,luiz.leroy@dtidigital.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,28/10/2009,Demais,Não optante,Sociedade Empresária Limitada,"R$ 50044,00",51-200
93.088.649/0001-97,Abase Sistemas e Solucoes Ltda,Abase Informatica,Av Senador Alberto Pasqualini,000347,2 Andar,Centro,Três de Maio,RS,98910-000,comercial.gestor@abase.com.br,(55) 3535-2023,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,15/09/1989,Demais,Não optante,Sociedade Empresária Limitada,"R$ 240000,00",
34.413.407/0001-62,Oap Servicos Especializados em Tecnologia da Informacao Eireli,Avanzarti Digital,Vergueiro,5400,Apt 191,Vila Firmiano Pinto,São Paulo,SP,04272-000,contato@avanzarti.com.br,(11) 5562-3520,Informática,Desenvolvimento de programas de computador sob encomenda,02/08/2019,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
04.013.941/0001-10,Fabrica de Aplicativos S.a.,Fabrica de Aplicativos,R James Watt,84,Andar 4 Conj 41 e 42,Jardim Edith,São Paulo,SP,04576-050,contato@fabricadeaplicativos.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,24/08/2000,Demais,Não optante,Sociedade Anônima Fechada,"R$ 20000,00",11-50
87.252.045/0001-31,Sispro S/a Servicos e Tecnologia da Informacao,,Av Getulio Vargas,5450,,Centro,Canoas,RS,92010-012,anmarcelino@sispro.com.br,(11) 2159-3400,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,15/06/1972,Demais,Não optante,Sociedade Anônima Fechada,,140
61.703.104/0001-57,Logus Retail Ltda,Logus Retail,R Marechal Deodoro da Fonseca,406,,Centro,Jundiaí,SP,13201-002,mario@logusretail.com.br,(11) 2769-7585,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,08/10/1991,Demais,Optante,Sociedade Empresária Limitada,"R$ 20000,00",51-200
34.905.819/0001-10,W.f.j. Servicos de Tecnologia Ltda,Tributei - Inteligencia Fiscal,Presidente Marechal Humberto de Alencar Castelo Branco,1856,Letra B,Central,Santana,AP,68925-225,waldir@tributei.net,(96) 3116-8605,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,18/09/2019,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
52.913.241/0001-25,Eng Comercio de Computadores Limitada,,R Alvarenga,744,,Butanta,São Paulo,SP,05509-001,marketing@eng.com.br,(11) 3816-3000,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,23/09/1983,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,,11-50
